-19,-12,12,-20,-20,-18,-10,2,-17,-17,-23,-15,-20,-27,-18,-22,-15,-28,-27,-26,-33,-25,-18,-37,-33,-22,-13,-1,-14,-19,-29,-18,-13,-39,-25,-22,-10,-23,-38,-18,-12,-5,12,-25,-19,-18,-14,-31,-11,-17,-20,-13,-2,-29,-18,-21,-13,-17,-7,-21,-29,-19,-19,-57,-26,-18,-8,-10,-24,-15,-23,-15,21,-34,-18,-31,-17,-37,-61,-26,-26,-16,-27,-52,-18,-30,-16,-27,-47,-37,-31,-18,-33,-58,-23,-35,-19,-49,-52,-25
-23,-11,33,-15,-21,-22,-9,-8,-13,-19,-25,-12,-16,-37,-29,-41,-23,-23,-49,-40,-41,-25,-40,-42,-33,-26,-8,37,-26,-23,-32,-17,5,-29,-25,-29,-15,-10,-45,-28,-16,-4,28,-30,-25,-19,-9,9,-4,-22,-21,-10,22,-28,-22,-24,-13,-22,-14,-28,-35,-17,-18,-64,-27,-18,-4,36,-32,-20,-25,-10,62,-29,-24,-53,-24,-65,-78,-38,-31,-15,-18,-57,-26,-54,-32,-75,-64,-42,-45,-21,-41,-69,-32,-47,-24,-60,-65,-32
-21,-8,-15,-6,-22,-21,-4,-23,-11,-17,-24,-8,-22,-30,-23,-38,-21,-28,-40,-37,-39,-23,-47,-32,-29,-27,-8,11,-14,-20,-35,-16,-21,-27,-24,-30,-10,-25,-46,-26,-18,-2,4,-29,-22,-20,-5,-20,-1,-19,-25,-9,-18,-32,-22,-24,-10,-25,-18,-24,-34,-15,-29,-65,-25,-20,-1,10,-26,-20,-26,-8,22,-31,-23,-48,-20,-71,-76,-35,-33,-12,-27,-55,-24,-47,-21,-68,-52,-37,-43,-15,-51,-66,-32,-44,-15,-60,-59,-32
-28,-14,-41,-21,-35,-20,-5,-19,-11,-26,-23,-8,-21,-38,-34,-35,-19,-29,-45,-45,-41,-25,-66,-36,-35,-32,-13,-21,-37,-32,-37,-20,-49,-36,-32,-27,-10,-11,-44,-46,-22,-6,-1,-30,-36,-20,-6,-15,-8,-37,-26,-11,-18,-27,-36,-22,-11,-22,-19,-35,-35,-16,-49,-58,-35,-20,-3,16,-32,-39,-29,-10,9,-33,-38,-45,-20,-66,-70,-46,-28,-13,-19,-52,-42,-45,-22,-57,-55,-45,-46,-23,-60,-67,-46,-46,-24,-69,-64,-43
-22,-7,-11,-11,-34,-17,-4,-7,-2,-25,-23,-8,-21,-30,-34,-35,-19,-20,-43,-45,-40,-23,-58,-34,-36,-29,-12,2,-31,-32,-35,-20,-20,-28,-33,-27,-11,-3,-43,-49,-19,-6,5,-27,-36,-17,-7,-12,-8,-37,-23,-9,-8,-19,-37,-19,-9,-15,-16,-35,-34,-17,-44,-57,-35,-18,-4,26,-33,-39,-27,-11,25,-28,-39,-45,-20,-59,-69,-48,-27,-14,-16,-53,-43,-45,-22,-60,-54,-47,-41,-17,-45,-61,-45,-43,-22,-65,-61,-43
-20,-10,-11,-2,-33,-14,-5,-6,8,-26,-20,-8,-14,-32,-34,-34,-18,-19,-41,-44,-38,-24,-47,-22,-34,-28,-11,4,-36,-32,-34,-17,-16,-26,-32,-25,-11,5,-31,-47,-20,-4,19,-26,-35,-18,-7,-11,0,-37,-21,-9,-6,-15,-37,-17,-10,-16,-16,-34,-33,-17,-39,-58,-34,-18,-4,20,-32,-39,-26,-10,36,-28,-38,-44,-20,-56,-70,-46,-25,-13,-8,-52,-43,-45,-22,-58,-54,-46,-38,-17,-38,-58,-44,-40,-20,-52,-57,-41
-21,-9,2,-7,-33,-16,-3,-16,12,-26,-22,-8,-18,-31,-33,-34,-18,-28,-39,-45,-40,-20,-44,-29,-34,-29,-12,-2,-31,-32,-35,-16,-16,-23,-32,-26,-10,-2,-33,-47,-20,-4,11,-24,-35,-18,-8,-15,-7,-36,-22,-10,-2,-13,-37,-18,-9,-20,-11,-34,-34,-16,-32,-58,-34,-18,-3,14,-31,-39,-28,-11,23,-26,-38,-45,-19,-56,-71,-47,-27,-13,-24,-50,-43,-45,-22,-58,-55,-46,-38,-16,-35,-58,-44,-40,-19,-49,-56,-42
-21,-13,-13,-13,-33,-18,-5,-18,-2,-25,-23,-12,-21,-35,-34,-39,-23,-25,-42,-45,-41,-25,-50,-31,-33,-30,-15,-10,-35,-32,-37,-20,-18,-21,-32,-28,-16,-6,-49,-48,-21,-8,6,-27,-35,-21,-11,-10,-4,-36,-25,-14,-10,-18,-37,-20,-11,-22,-12,-34,-35,-19,-38,-59,-33,-20,-8,9,-35,-39,-29,-14,16,-32,-38,-48,-23,-60,-70,-47,-28,-16,-26,-53,-43,-45,-24,-62,-56,-46,-40,-20,-39,-60,-44,-42,-23,-54,-59,-42
-26,-4,-52,-18,-26,-21,-3,-39,-12,-23,-26,-7,-37,-34,-31,-43,-17,-35,-52,-44,-44,-21,-73,-45,-36,-32,-9,-39,-44,-26,-36,-16,-50,-27,-28,-33,-11,-31,-54,-31,-25,-2,-26,-36,-28,-19,-3,-29,-8,-24,-27,-10,-48,-39,-27,-24,-4,-35,-20,-31,-38,-13,-60,-67,-30,-19,3,-2,-32,-24,-31,-9,-6,-33,-28,-55,-20,-73,-78,-42,-32,-10,-52,-60,-29,-51,-27,-68,-63,-40,-47,-17,-69,-72,-37,-50,-20,-80,-67,-36
-18,6,30,-2,-23,-21,6,-29,-9,-21,-25,0,-21,-28,-25,-39,-10,-25,-36,-41,-38,-14,-17,-30,-32,-29,-1,8,-17,-24,-35,-11,-11,-15,-28,-32,0,-17,-49,-29,-18,6,17,-26,-25,-22,2,-22,-4,-22,-22,3,8,-30,-23,-23,0,-27,-16,-27,-36,-8,-18,-65,-28,-21,8,-2,-26,-22,-29,-2,23,-31,-27,-50,-12,-69,-76,-39,-34,-4,-40,-55,-28,-49,-24,-70,-56,-39,-40,-4,-43,-64,-34,-42,-4,-57,-57,-34
-23,-3,17,-16,-35,-22,0,-24,-8,-29,-26,-6,-23,-35,-36,-39,-16,-32,-43,-48,-41,-20,-37,-27,-36,-32,-9,-3,-32,-34,-37,-15,-19,-20,-34,-30,-8,-2,-46,-47,-24,-4,11,-29,-38,-24,-5,-12,-9,-39,-26,-8,1,-23,-38,-23,-7,-20,-17,-37,-36,-12,-24,-59,-36,-22,-1,24,-33,-41,-32,-9,23,-30,-40,-48,-18,-64,-70,-49,-30,-11,-23,-51,-44,-46,-23,-58,-58,-47,-38,-10,-29,-60,-45,-40,-11,-51,-57,-42
-24,-8,-1,-7,-36,-20,-1,-12,-2,-29,-25,-7,-16,-41,-36,-38,-18,-19,-38,-48,-41,-21,-39,-32,-38,-31,-12,2,-39,-35,-38,-21,-17,-22,-35,-30,-12,12,-51,-51,-22,-5,0,-27,-38,-21,-8,-11,-3,-39,-25,-10,-1,-19,-40,-21,-9,-16,-14,-38,-36,-16,-34,-60,-37,-21,-4,21,-35,-42,-31,-11,32,-32,-42,-47,-20,-57,-71,-51,-30,-13,-17,-53,-46,-47,-24,-65,-57,-48,-39,-15,-36,-61,-46,-42,-17,-54,-59,-44
-23,-9,-8,-5,-35,-20,-6,-22,2,-28,-26,-8,-15,-38,-37,-39,-19,-27,-43,-48,-42,-25,-44,-26,-36,-33,-15,-11,-43,-35,-39,-20,-22,-25,-36,-32,-14,-4,-37,-51,-26,-7,3,-28,-37,-23,-9,-18,-4,-39,-26,-11,-9,-20,-39,-21,-9,-22,-16,-37,-38,-18,-40,-62,-37,-23,-5,8,-33,-42,-32,-13,28,-27,-41,-48,-22,-61,-72,-50,-30,-15,-16,-54,-45,-45,-22,-62,-55,-47,-39,-17,-43,-60,-46,-42,-19,-56,-59,-44
-21,-2,0,-8,-36,-17,-1,-20,2,-28,-23,-6,-21,-38,-36,-36,-17,-30,-40,-48,-40,-19,-42,-31,-36,-32,-10,-4,-39,-35,-38,-17,-23,-24,-35,-29,-9,-7,-33,-50,-22,-4,1,-28,-38,-19,-6,-21,-5,-39,-23,-9,-5,-17,-39,-18,-5,-19,-14,-37,-35,-16,-33,-62,-37,-19,-1,4,-31,-42,-29,-9,19,-24,-41,-46,-19,-63,-72,-51,-28,-12,-26,-55,-46,-48,-24,-61,-57,-47,-37,-13,-40,-60,-46,-39,-16,-55,-58,-44
-21,-10,-9,-13,-35,-17,-5,-22,-9,-27,-24,-9,-25,-35,-36,-39,-21,-28,-43,-47,-42,-25,-42,-33,-35,-31,-15,-7,-47,-35,-39,-20,-21,-29,-34,-31,-16,-12,-57,-50,-22,-9,3,-29,-37,-21,-11,-20,-7,-38,-25,-14,-15,-24,-39,-20,-10,-24,-12,-36,-37,-19,-39,-61,-35,-21,-7,2,-35,-41,-31,-13,23,-34,-41,-49,-23,-62,-71,-50,-29,-16,-30,-57,-45,-48,-24,-64,-59,-47,-39,-18,-41,-62,-46,-41,-21,-54,-60,-43
-30,-7,37,-19,-30,-28,-9,-29,-23,-26,-32,-11,-14,-56,-35,-49,-24,-23,-56,-49,-49,-25,-35,-50,-39,-42,-13,-11,-54,-33,-45,-18,-30,-27,-34,-41,-14,-15,-63,-37,-30,-7,17,-32,-33,-28,-7,-4,-21,-29,-31,-10,6,-34,-32,-28,-12,-22,-17,-33,-46,-17,-31,-70,-34,-28,-3,13,-36,-28,-42,-12,12,-32,-34,-60,-25,-70,-80,-46,-39,-16,-44,-65,-34,-65,-52,-74,-67,-50,-47,-19,-43,-71,-37,-48,-22,-60,-66,-37
-27,-7,45,-9,-28,-28,-6,-36,-18,-24,-32,-10,-21,-49,-30,-46,-22,-28,-48,-45,-48,-24,-32,-51,-36,-41,-14,-16,-41,-30,-47,-22,-38,-28,-33,-41,-12,-21,-55,-35,-29,-5,13,-22,-29,-29,-7,-20,-12,-27,-32,-9,6,-32,-29,-29,-11,-24,-21,-30,-45,-17,-29,-69,-30,-30,-3,-4,-30,-27,-42,-14,-7,-30,-33,-55,-22,-70,-77,-43,-41,-14,-46,-61,-32,-49,-21,-70,-60,-41,-43,-17,-48,-66,-36,-46,-18,-61,-60,-37
-27,-4,19,-20,-38,-25,-4,-33,-19,-33,-29,-7,-22,-46,-38,-42,-18,-31,-49,-51,-47,-23,-42,-35,-40,-39,-14,-18,-45,-38,-44,-19,-38,-30,-38,-34,-13,-5,-53,-51,-30,-7,-6,-28,-41,-25,-9,-18,-15,-42,-31,-12,-7,-27,-42,-25,-10,-19,-19,-39,-41,-15,-30,-63,-39,-26,-5,6,-35,-43,-39,-13,-6,-29,-44,-51,-21,-64,-73,-52,-34,-14,-35,-56,-46,-48,-21,-59,-62,-52,-38,-14,-35,-62,-47,-41,-15,-55,-60,-45
-32,-11,-38,-12,-41,-25,-7,-37,-10,-34,-34,-13,-42,-42,-41,-46,-26,-45,-54,-53,-53,-30,-66,-47,-44,-41,-19,-34,-50,-41,-48,-27,-56,-44,-42,-38,-20,-31,-58,-55,-33,-12,-36,-35,-44,-28,-13,-38,-17,-44,-35,-17,-39,-27,-45,-27,-14,-37,-23,-42,-47,-23,-62,-67,-43,-26,-7,-2,-36,-45,-42,-18,-18,-39,-47,-54,-27,-68,-74,-55,-37,-20,-44,-60,-50,-47,-23,-61,-59,-50,-45,-24,-53,-64,-49,-47,-26,-67,-63,-48
-28,-9,-8,-21,-40,-24,-7,-29,2,-33,-31,-10,-16,-45,-40,-43,-23,-33,-47,-51,-49,-28,-62,-31,-42,-39,-18,-18,-49,-40,-45,-23,-38,-32,-41,-36,-17,-11,-43,-54,-31,-9,-13,-32,-42,-27,-11,-25,-7,-44,-31,-14,-16,-24,-44,-25,-11,-29,-18,-40,-44,-21,-44,-63,-41,-27,-9,6,-31,-45,-40,-16,5,-33,-46,-52,-25,-63,-73,-53,-34,-17,-33,-56,-49,-48,-25,-63,-59,-49,-42,-22,-46,-61,-49,-45,-24,-59,-60,-47
-30,-8,-1,-34,-40,-24,-7,-26,-2,-34,-30,-10,-19,-38,-40,-43,-23,-38,-45,-52,-48,-23,-59,-39,-42,-40,-17,-14,-48,-40,-46,-24,-39,-29,-41,-37,-15,-8,-40,-54,-32,-11,-15,-32,-43,-28,-11,-24,-10,-42,-32,-15,-12,-18,-44,-25,-11,-31,-18,-40,-45,-21,-53,-63,-41,-27,-8,3,-29,-45,-40,-16,-4,-30,-46,-52,-25,-63,-74,-54,-36,-17,-33,-56,-49,-47,-25,-61,-59,-48,-41,-20,-49,-61,-49,-45,-23,-64,-59,-48
-28,-11,-24,-39,-38,-25,-9,-31,-12,-32,-32,-13,-15,-42,-39,-46,-25,-32,-53,-51,-49,-27,-58,-38,-40,-38,-19,-16,-53,-38,-46,-24,-29,-29,-40,-36,-19,-2,-63,-54,-32,-13,-18,-34,-41,-29,-13,-20,-18,-42,-32,-18,-16,-25,-43,-26,-12,-31,-20,-38,-44,-21,-57,-63,-39,-28,-12,-1,-33,-43,-40,-18,-3,-41,-44,-54,-27,-60,-75,-53,-35,-18,-36,-58,-47,-49,-26,-67,-61,-48,-42,-22,-49,-64,-48,-45,-24,-65,-62,-46
-44,-19,-50,-54,-37,-34,-15,-32,-30,-33,-37,-17,-19,-61,-38,-55,-30,-34,-58,-53,-60,-38,-80,-67,-47,-48,-20,-30,-63,-37,-52,-25,-64,-40,-41,-45,-19,-22,-72,-42,-39,-16,-15,-36,-38,-34,-11,-20,-27,-33,-40,-19,-19,-41,-38,-35,-18,-38,-27,-39,-55,-29,-75,-76,-42,-32,-9,11,-34,-33,-47,-18,-6,-43,-38,-64,-31,-74,-82,-50,-45,-20,-50,-66,-39,-55,-33,-76,-68,-44,-55,-32,-70,-76,-43,-57,-34,-80,-72,-43
-36,-13,-30,-49,-32,-34,-12,-45,-27,-28,-36,-14,-34,-51,-33,-51,-25,-40,-56,-48,-56,-32,-70,-57,-42,-45,-16,-44,-46,-34,-53,-25,-67,-41,-39,-44,-15,-33,-64,-38,-39,-15,-26,-37,-34,-35,-10,-41,-26,-29,-40,-16,-33,-41,-33,-33,-15,-42,-30,-32,-50,-24,-67,-73,-36,-34,-10,-11,-27,-30,-46,-17,-32,-43,-34,-59,-26,-74,-80,-46,-45,-17,-58,-64,-36,-52,-25,-72,-61,-41,-49,-24,-66,-69,-40,-51,-25,-76,-64,-41
-38,-14,-44,-48,-42,-36,-17,-56,-33,-39,-43,-23,-61,-59,-45,-56,-38,-70,-63,-55,-52,-28,-68,-42,-43,-55,-35,-75,-62,-45,-60,-39,-82,-55,-45,-47,-27,-60,-71,-56,-44,-23,-55,-47,-47,-45,-29,-69,-37,-48,-46,-29,-65,-47,-48,-42,-28,-55,-38,-46,-49,-24,-65,-66,-43,-35,-15,-23,-39,-46,-56,-34,-74,-62,-50,-61,-36,-84,-80,-57,-50,-33,-71,-69,-53,-47,-18,-58,-60,-47,-45,-22,-54,-67,-49,-48,-24,-68,-63,-48
-34,-11,-31,-36,-41,-31,-10,-32,-18,-36,-36,-13,-31,-44,-41,-48,-27,-38,-53,-53,-52,-28,-65,-41,-43,-43,-19,-26,-47,-40,-50,-28,-53,-35,-42,-40,-18,-15,-65,-55,-36,-13,-24,-36,-44,-33,-13,-31,-17,-44,-37,-19,-22,-28,-46,-31,-15,-32,-25,-42,-47,-23,-64,-66,-43,-34,-14,-12,-35,-46,-44,-18,-10,-42,-47,-56,-28,-65,-75,-55,-39,-20,-38,-58,-50,-41,-11,-60,-56,-47,-45,-23,-53,-64,-50,-49,-25,-68,-63,-49
-33,-13,-23,-34,-41,-29,-11,-30,-9,-35,-34,-13,-18,-47,-42,-47,-26,-38,-50,-52,-51,-31,-64,-40,-42,-42,-20,-23,-50,-41,-49,-26,-50,-33,-42,-39,-20,-10,-51,-55,-36,-13,-9,-34,-43,-33,-15,-25,-12,-44,-34,-17,-9,-28,-46,-30,-14,-33,-23,-41,-47,-23,-60,-65,-43,-31,-12,3,-31,-46,-43,-18,2,-36,-47,-55,-28,-65,-75,-55,-38,-20,-32,-57,-50,-40,-12,-60,-53,-45,-44,-23,-54,-63,-50,-48,-26,-67,-62,-49
-33,-10,-19,-37,-41,-29,-12,-30,-9,-35,-34,-13,-14,-44,-41,-47,-27,-41,-52,-53,-51,-26,-64,-41,-43,-42,-18,-21,-48,-41,-49,-26,-51,-31,-42,-40,-17,-14,-45,-55,-35,-13,-17,-34,-44,-31,-13,-32,-16,-44,-35,-18,-15,-22,-45,-29,-14,-35,-25,-42,-47,-23,-62,-67,-42,-30,-11,1,-31,-45,-43,-18,-10,-33,-47,-55,-28,-65,-75,-55,-38,-20,-38,-58,-50,-43,-19,-59,-54,-45,-45,-22,-54,-63,-50,-49,-28,-66,-62,-50
-37,-18,-47,-42,-41,-32,-18,-44,-25,-36,-40,-22,-38,-54,-42,-52,-32,-51,-56,-53,-53,-31,-68,-38,-42,-50,-29,-57,-59,-42,-54,-32,-67,-45,-43,-44,-26,-29,-67,-56,-42,-23,-38,-41,-45,-38,-22,-42,-24,-45,-41,-26,-44,-34,-46,-36,-21,-43,-26,-41,-49,-27,-69,-68,-42,-33,-18,-23,-39,-46,-48,-26,-39,-50,-47,-58,-32,-70,-77,-55,-42,-26,-50,-62,-51,-42,-20,-57,-56,-43,-45,-25,-55,-66,-50,-48,-28,-67,-64,-49
-39,-14,-15,-54,-35,-36,-18,-36,-35,-32,-39,-20,-23,-57,-39,-56,-31,-37,-63,-52,-57,-34,-67,-60,-45,-50,-21,-26,-64,-38,-54,-28,-57,-41,-41,-47,-21,-23,-74,-42,-42,-19,-17,-41,-40,-36,-14,-29,-31,-34,-41,-21,-20,-45,-38,-36,-19,-39,-32,-38,-53,-26,-68,-75,-41,-36,-13,-14,-39,-33,-49,-21,-7,-44,-39,-64,-32,-75,-83,-51,-45,-22,-51,-68,-39,-49,-23,-65,-61,-40,-53,-26,-61,-74,-42,-56,-30,-75,-71,-43
-39,-17,-37,-54,-33,-39,-18,-59,-36,-31,-44,-23,-51,-60,-36,-58,-35,-49,-63,-50,-55,-32,-64,-56,-42,-52,-25,-51,-55,-36,-57,-33,-67,-40,-40,-50,-22,-49,-66,-41,-44,-20,-43,-39,-36,-43,-21,-61,-39,-33,-46,-25,-47,-48,-36,-41,-24,-44,-38,-35,-52,-25,-64,-72,-37,-38,-14,-33,-33,-30,-53,-26,-49,-50,-38,-64,-34,-81,-82,-48,-51,-26,-65,-67,-38,-47,-18,-63,-54,-36,-50,-25,-65,-71,-40,-54,-27,-75,-66,-43
-37,-14,-37,-50,-42,-35,-16,-42,-35,-36,-37,-17,-34,-52,-42,-51,-27,-48,-59,-53,-53,-30,-63,-45,-44,-46,-21,-38,-55,-42,-52,-28,-61,-39,-43,-42,-20,-21,-63,-54,-41,-18,-30,-39,-44,-35,-17,-39,-30,-44,-41,-22,-35,-37,-46,-35,-19,-36,-33,-43,-49,-23,-61,-67,-44,-34,-14,-14,-36,-45,-46,-22,-26,-44,-47,-57,-29,-70,-78,-55,-42,-22,-40,-61,-50,-42,-13,-49,-54,-43,-46,-22,-53,-67,-50,-50,-24,-68,-65,-50
-36,-13,-53,-39,-42,-29,-11,-41,-22,-37,-39,-17,-46,-49,-44,-52,-31,-65,-58,-54,-53,-31,-69,-44,-45,-46,-24,-51,-57,-43,-53,-31,-67,-41,-44,-43,-21,-42,-67,-56,-40,-17,-50,-41,-47,-35,-17,-53,-25,-46,-42,-25,-54,-35,-48,-34,-19,-44,-30,-43,-49,-26,-71,-69,-45,-29,-9,-26,-32,-45,-47,-23,-41,-48,-48,-58,-31,-77,-78,-57,-42,-23,-56,-63,-52,-40,-14,-52,-53,-42,-46,-23,-58,-66,-51,-50,-26,-70,-64,-51
-31,-10,-37,-36,-42,-32,-17,-46,-14,-37,-37,-17,-38,-54,-43,-47,-25,-51,-55,-54,-51,-30,-67,-42,-43,-42,-20,-38,-51,-42,-50,-27,-58,-41,-43,-40,-20,-36,-48,-56,-38,-14,-40,-40,-44,-33,-17,-50,-19,-45,-35,-17,-32,-30,-47,-27,-13,-35,-26,-42,-47,-23,-68,-65,-44,-37,-19,-56,-44,-48,-43,-20,-28,-40,-47,-56,-29,-73,-77,-55,-37,-20,-46,-58,-50,-39,-13,-41,-51,-41,-44,-23,-57,-64,-51,-49,-25,-68,-63,-51
-39,-14,-35,-38,-42,-37,-17,-43,-14,-37,-41,-19,-28,-44,-42,-54,-33,-52,-56,-54,-55,-28,-66,-46,-45,-47,-23,-34,-49,-42,-54,-30,-60,-36,-44,-43,-19,-20,-45,-56,-42,-17,-30,-37,-45,-37,-18,-42,-15,-45,-40,-21,-24,-28,-47,-34,-18,-40,-26,-42,-52,-27,-65,-67,-44,-36,-16,-53,-43,-48,-47,-22,-24,-35,-48,-59,-30,-69,-76,-56,-43,-23,-46,-60,-51,-38,-12,-38,-50,-39,-48,-24,-57,-66,-51,-52,-28,-68,-64,-51
-40,-17,-44,-46,-42,-36,-14,-43,-25,-36,-41,-19,-33,-52,-42,-56,-32,-50,-59,-54,-55,-31,-66,-49,-45,-47,-24,-41,-57,-42,-54,-31,-61,-38,-44,-44,-22,-23,-65,-56,-42,-19,-33,-40,-44,-39,-20,-41,-28,-45,-42,-22,-33,-36,-47,-36,-18,-40,-27,-41,-52,-28,-67,-69,-45,-41,-21,-50,-46,-47,-48,-23,-29,-46,-47,-60,-30,-70,-77,-55,-43,-23,-48,-63,-51,-37,-11,-40,-50,-37,-48,-26,-57,-68,-51,-52,-28,-69,-66,-50
-59,-47,-39,-63,-45,-62,-49,-50,-46,-43,-65,-54,-43,-60,-50,-71,-51,-50,-74,-59,-71,-58,-74,-68,-55,-66,-50,-48,-69,-49,-75,-59,-68,-42,-52,-67,-51,-38,-76,-53,-66,-48,-44,-49,-49,-62,-47,-52,-35,-46,-65,-54,-44,-52,-50,-60,-48,-47,-40,-48,-73,-53,-76,-78,-53,-59,-43,-49,-50,-44,-67,-50,-30,-50,-49,-76,-51,-80,-84,-58,-64,-47,-61,-71,-50,-44,-13,-39,-51,-32,-66,-50,-68,-78,-50,-67,-48,-79,-73,-50
-40,-9,-24,-53,-34,-41,-11,-49,-39,-33,-39,-16,-35,-53,-37,-58,-29,-47,-61,-51,-55,-25,-70,-55,-44,-48,-18,-44,-57,-38,-55,-28,-66,-31,-42,-47,-17,-33,-75,-43,-44,-13,-32,-42,-38,-40,-15,-47,-32,-34,-44,-17,-32,-46,-38,-40,-15,-43,-36,-37,-54,-25,-69,-76,-41,-40,-8,-45,-41,-35,-49,-18,-35,-42,-39,-63,-30,-53,-80,-50,-49,-19,-57,-71,-41,-39,-2,-38,-43,-26,-52,-23,-69,-75,-43,-58,-33,-81,-71,-48
-42,-10,-32,-53,-47,-41,-15,-46,-37,-42,-41,-20,-37,-54,-48,-57,-30,-52,-63,-59,-53,-26,-68,-47,-49,-47,-20,-41,-59,-48,-53,-26,-62,-37,-49,-44,-21,-25,-69,-59,-45,-18,-35,-43,-50,-37,-20,-43,-33,-51,-44,-22,-33,-36,-51,-39,-18,-39,-31,-49,-51,-24,-65,-69,-50,-38,-12,-36,-45,-52,-48,-20,-33,-41,-52,-61,-32,-44,-77,-59,-44,-21,-45,-65,-56,-27,10,-12,-41,-29,-48,-19,-54,-70,-56,-53,-26,-71,-68,-58
-41,-9,-29,-43,-43,-40,-13,-35,-23,-39,-40,-18,-35,-50,-45,-54,-27,-45,-58,-56,-53,-27,-68,-41,-47,-46,-21,-32,-56,-44,-53,-30,-58,-26,-46,-44,-20,-21,-71,-58,-43,-17,-29,-37,-47,-38,-20,-43,-25,-48,-43,-22,-21,-27,-49,-38,-18,-32,-24,-44,-51,-25,-65,-67,-47,-36,-12,-27,-39,-48,-48,-21,-20,-41,-50,-60,-30,-34,-75,-58,-43,-21,-40,-63,-53,-24,5,-15,-38,-27,-48,-21,-57,-69,-54,-52,-28,-71,-65,-54
-40,-16,-35,-38,-44,-40,-17,-36,-12,-38,-41,-20,-25,-47,-44,-54,-29,-48,-58,-56,-53,-32,-67,-41,-46,-47,-22,-34,-57,-44,-53,-30,-57,-29,-45,-44,-23,-22,-52,-57,-44,-18,-24,-37,-46,-39,-22,-41,-21,-47,-43,-21,-24,-28,-48,-38,-18,-35,-24,-43,-51,-27,-66,-65,-46,-39,-15,-34,-40,-48,-48,-22,-11,-36,-49,-60,-32,-38,-76,-57,-43,-23,-38,-63,-52,-21,8,-15,-31,-24,-47,-23,-58,-68,-53,-52,-30,-70,-65,-53
